continent,country,year,pop,perc_urban_pop,gdp_per_capita
Africa,Seychelles,2002,85857,43.09485,19742.58721
Africa,Seychelles,2007,91468,42.73613,23201.50044
Africa,Seychelles,2012,99543,42.72618,24919.95521
Africa,Seychelles,2017,112427,43.49686,31595.66806
Africa,Sierra Leone,1962,2342242,18.50129,1593.25604
Africa,Sierra Leone,1967,2562384,21.88394,1711.82768
Africa,Sierra Leone,1972,2814388,25.92102,2018.44883
Africa,Sierra Leone,1977,3085354,28.82389,1960.13914
Africa,Sierra Leone,1982,3408183,31.03489,2258.54165
Africa,Sierra Leone,1987,3829718,32.70071,2298.40301
Africa,Sierra Leone,1992,4166366,33.89564,2134.07223
Africa,Sierra Leone,1997,4253716,34.89896,1768.15329
Africa,Sierra Leone,2002,4971435,36.00828,2008.84405
Africa,Sierra Leone,2007,5749352,37.51229,2349.59932
Africa,Sierra Leone,2012,6551080,39.46441,2795.43889
Africa,Sierra Leone,2017,7379299,41.71067,2755.90429
Africa,Somalia,1962,3030091,18.68546,1505.12403
Africa,Somalia,1967,3454537,21.47999,1376.81325
Africa,Somalia,1972,3939436,24.30216,1406.66984
Africa,Somalia,1977,4484050,26.12605,1139.70617
Africa,Somalia,1982,6003840,27.27989,941.31041
Africa,Somalia,1987,7228302,28.5,1009.62772
Africa,Somalia,1992,6495107,30.03947,868.16457
Africa,Somalia,1997,7824525,31.81401,676.56539
Africa,Somalia,2002,9550063,33.98721,756.37389
Africa,Somalia,2007,11322582,36.56419,884.12801
Africa,Somalia,2012,12461160,40.27227,1114.40415
Africa,Somalia,2017,14916629,48.36396,1527.11216
Africa,South Africa,1962,17418522,47.00995,6409.60474
Africa,South Africa,1967,20314066,47.53913,7535.96296
Africa,South Africa,1972,23609456,47.91111,8055.53901
Africa,South Africa,1977,27118952,48.17529,8050.91352
Africa,South Africa,1982,31615339,48.63342,9122.53648
Africa,South Africa,1987,37326190,50.09861,9236.57334
Africa,South Africa,1992,42443509,52.68051,9452.30578
Africa,South Africa,1997,45666838,54.00402,10487.20032
Africa,South Africa,2002,48019415,57.67236,11617.57225
Africa,South Africa,2007,50528584,61.18405,14037.25886
Africa,South Africa,2012,53782567,62.96166,14581.58896
Africa,South Africa,2017,57635162,63.33111,14591.43668
Africa,South Sudan,1962,3024308,8.61883,1932.22436
Africa,South Sudan,1967,3277648,8.54591,1754.01367
Africa,South Sudan,1972,3542497,8.50752,1778.37272
Africa,South Sudan,1977,4024032,8.49257,1429.86879
Africa,South Sudan,1982,4557686,8.49,1171.94929
Africa,South Sudan,1987,4962395,10.40874,1247.41195
Africa,South Sudan,1992,4909749,13.80105,1000.11308
Africa,South Sudan,1997,5509136,15.29956,728.03187
Africa,South Sudan,2002,6596806,16.44765,696.00116
Africa,South Sudan,2007,8388788,16.99869,680.81284
Africa,South Sudan,2012,10756240,18.03219,325.292
Africa,South Sudan,2017,10259154,19.34899,316.051
Africa,Sudan,1962,8919028,12.98541,2089.0763
Africa,Sudan,1967,10550597,16.00633,1776.00499
Africa,Sudan,1972,12527856,18.26692,1678.95742
Africa,Sudan,1977,15086614,19.32833,2270.81595
Africa,Sudan,1982,18486645,20.31099,2138.77419
Africa,Sudan,1987,20704904,25.49171,2089.63879
Africa,Sudan,1992,22927355,31.74382,2433.68098
Africa,Sudan,1997,25799821,32.21796,3144.11724
Africa,Sudan,2002,29228727,32.40388,3703.35497
Africa,Sudan,2007,32764135,32.47595,4411.58603
Africa,Sudan,2012,36923178,33.14256,4145.93164
Africa,Sudan,2017,42714306,34.28722,4061.01831
Africa,Swaziland,1962,361365,4.99166,1212.06373
Africa,Swaziland,1967,409031,7.78669,1661.92628
Africa,Swaziland,1972,465788,11.75342,2132.76285
Africa,Swaziland,1977,540348,15.92757,3366.47949
Africa,Swaziland,1982,637652,20.63913,3487.15983
Africa,Swaziland,1987,763811,22.80131,4312.91937
Africa,Swaziland,1992,943416,22.99838,5324.0992
Africa,Swaziland,1997,1006635,23.06304,5996.38602
Africa,Swaziland,2002,1059441,22.56909,6466.889
Africa,Swaziland,2007,1090705,22.13999,7904.88179
Africa,Swaziland,2012,1123863,22.62377,8752.11471
Africa,Swaziland,2017,1158195,23.8052,9696.5516
Africa,Tanzania,1962,10487756,4.91901,934.40854
Africa,Tanzania,1967,12200109,5.03881,1110.06208
Africa,Tanzania,1972,14479308,8.02761,1186.05313
Africa,Tanzania,1977,17352929,12.98725,1214.94564
Africa,Tanzania,1982,20398571,15.72382,1214.95211
Africa,Tanzania,1987,24030378,17.79499,1386.03612
Africa,Tanzania,1992,27457588,19.5896,1587.85833
Africa,Tanzania,1997,31578089,21.13921,1674.03146
Africa,Tanzania,2002,36121304,23.03069,1951.57594
Africa,Tanzania,2007,41435512,26.07206,2420.07714
Africa,Tanzania,2012,47374260,29.48788,2822.48535
Africa,Tanzania,2017,55652890,32.2987,3319.37671
Africa,Togo,1962,1732959,12.71031,1364.77091
Africa,Togo,1967,1995890,18.96347,1862.13647
Africa,Togo,1972,2384994,22.24039,2017.19855
Africa,Togo,1977,2701894,23.82012,1815.60902
Africa,Togo,1982,3115042,25.42819,1718.39891
Africa,Togo,1987,3657508,27.41307,1684.95771
Africa,Togo,1992,4233617,29.53734,1850.60052
Africa,Togo,1997,4725030,31.75027,2156.38406
Africa,Togo,2002,5413274,34.00114,1998.77466
Africa,Togo,2007,6188344,36.23922,1847.634
Africa,Togo,2012,7100736,38.41944,2121.42903
Africa,Togo,2017,8057140,40.58095,2389.21245
Africa,Tunisia,1962,4369136,38.22829,2443.88673
Africa,Tunisia,1967,4760970,41.06759,2671.73206
Africa,Tunisia,1972,5396557,47.2338,3960.74997
Africa,Tunisia,1977,6155931,50.71959,4374.80156
Africa,Tunisia,1982,6908642,52.14234,5257.98137
Africa,Tunisia,1987,7789987,55.18818,6138.42861
Africa,Tunisia,1992,8682512,59.82536,7364.47061
Africa,Tunisia,1997,9421270,62.50062,8276.60838
Africa,Tunisia,2002,9971515,64.28226,9533.92966
Africa,Tunisia,2007,10441702,65.8,11680.26312
Africa,Tunisia,2012,11009647,67.20989,12436.38215
Africa,Tunisia,2017,11650498,68.28778,12953.52321
Africa,Uganda,1962,8092231,4.75295,1258.73025
Africa,Uganda,1967,9408924,5.81437,1450.97754
Africa,Uganda,1972,10885796,6.2894,1437.79667
Africa,Uganda,1977,12359669,6.51233,1217.70233
Africa,Uganda,1982,13873631,7.14604,1017.26896
Africa,Uganda,1987,15954170,8.80112,966.42439
Africa,Uganda,1992,18785032,10.21585,1138.53665
Africa,Uganda,1997,21856046,11.04608,1411.69329
Africa,Uganda,2002,25532870,12.20279,1613.87079
Africa,Uganda,2007,29653430,15.4943,2003.15025
Africa,Uganda,2012,34337438,21.37237,2405.09456
Africa,Uganda,2017,40177388,26.41393,2543.84754
Africa,Zambia,1962,3358099,19.0969,1910.40295
Africa,Zambia,1967,3936343,26.35748,2511.14248
Africa,Zambia,1972,4569309,33.18711,2467.40692
Africa,Zambia,1977,5302480,38.60939,2166.83637
Africa,Zambia,1982,6178637,39.86711,2083.11526
Africa,Zambia,1987,7191282,39.61065,2028.34118
Africa,Zambia,1992,8176680,39.09725,2121.47104
Africa,Zambia,1997,9237063,37.37589,2126.92335
Africa,Zambia,2002,10647949,36.0706,2276.69859
Africa,Zambia,2007,12565085,38.40349,2808.6142
Africa,Zambia,2012,14913629,40.76986,3474.55253
Africa,Zambia,2017,17441320,42.7296,3612.50598
Africa,Zimbabwe,1962,4055959,13.07745,2297.18036
Africa,Zimbabwe,1967,4748307,15.75759,2450.01665
Africa,Zimbabwe,1972,5542445,18.39662,3558.10854
Africa,Zimbabwe,1977,6449512,20.79272,3091.62506
Africa,Zimbabwe,1982,7796496,23.45769,3533.75843
Africa,Zimbabwe,1987,9284644,27.32306,3284.01505
Africa,Zimbabwe,1992,10702700,30.56742,3355.63031
Africa,Zimbabwe,1997,11369827,31.89997,4051.69069
Africa,Zimbabwe,2002,12087653,32.56319,3571.02598
Africa,Zimbabwe,2007,12804058,32.67762,2372.23665
Africa,Zimbabwe,2012,13817887,32.79318,3301.16623
Africa,Zimbabwe,2017,14812482,34.7015,3453.50574
Americas,Antigua and Barbuda,1962,57336,38.82722,5261.67186
Americas,Antigua and Barbuda,1967,61837,34.77593,5967.87642
Americas,Antigua and Barbuda,1972,64615,33.72361,7213.01892
Americas,Antigua and Barbuda,1977,63862,34.16333,7183.95709
Americas,Antigua and Barbuda,1982,64785,34.79748,9930.73403
Americas,Antigua and Barbuda,1987,63946,35.33502,17165.30679
Americas,Antigua and Barbuda,1992,64404,35.42649,21842.33061
Americas,Antigua and Barbuda,1997,71053,33.72214,23718.08067
Americas,Antigua and Barbuda,2002,77032,31.22804,24170.76163
Americas,Antigua and Barbuda,2007,81704,27.72013,33336.85979
Americas,Antigua and Barbuda,2012,87260,25.45556,25592.90661
Americas,Antigua and Barbuda,2017,90468,24.85003,27199.19524
Americas,Argentina,1962,21072538,73.17288,11708.28055
Americas,Argentina,1967,22799059,76.89634,12906.73567
Americas,Argentina,1972,24644328,79.7365,15071.47425
Americas,Argentina,1977,26701805,81.72691,16054.2759
Americas,Argentina,1982,28924262,83.69052,15269.40746
Americas,Argentina,1987,31291762,85.82959,16972.8647
Americas,Argentina,1992,33693527,87.48159,18628.77055
Americas,Argentina,1997,35947791,88.59725,22475.89726
Americas,Argentina,2002,38029349,89.56167,18277.79656
Americas,Argentina,2007,40016763,90.47966,26716.74246
Americas,Argentina,2012,42161721,91.20412,28825.96669
Americas,Argentina,2017,44288894,91.6776,28334.90418
Americas,Bahamas,1962,128493,58.53307,21006.5085
Americas,Bahamas,1967,162267,61.85205,26704.23956
Americas,Bahamas,1972,196055,66.13918,24571.07015
Americas,Bahamas,1977,219157,70.62789,18625.43327
Americas,Bahamas,1982,240614,74.85323,27033.67651
Americas,Bahamas,1987,261935,79.20505,32809.88034
Americas,Bahamas,1992,285927,80.58115,31146.42027
Americas,Bahamas,1997,310904,80.83494,32226.31104
Americas,Bahamas,2002,331614,81.30542,36572.30382
Americas,Bahamas,2007,353334,82.1965,36111.97019
Americas,Bahamas,2012,375469,82.39475,33667.49761
Americas,Bahamas,2017,390485,82.0814,33049.8728
Americas,Barbados,1962,235224,40.85257,6896.75742
Americas,Barbados,1967,247091,43.19753,8397.54333
Americas,Barbados,1972,249658,48.39748,11268.80483
Americas,Barbados,1977,251626,60.26904,11176.55989
Americas,Barbados,1982,253095,63.49609,12820.32607
Americas,Barbados,1987,257279,63.55088,15489.59304
Americas,Barbados,1992,260267,63.49603,15279.617
Americas,Barbados,1997,262392,62.98451,17105.08605
Americas,Barbados,2002,264148,61.96558,18119.64226
Americas,Barbados,2007,271288,59.80394,20728.77509
Americas,Barbados,2012,276938,59.23722,18936.08881
Americas,Barbados,2017,280171,59.25927,18740.34883
Americas,Belize,1962,96042,53.93159,2918.24245
Americas,Belize,1967,111272,54.18655,3208.2861
Americas,Belize,1972,124676,54.05603,3800.25162
Americas,Belize,1977,135887,52.65777,3853.00324
Americas,Belize,1982,152548,50.84223,4205.09366
Americas,Belize,1987,171338,48.27665,5508.5153
Americas,Belize,1992,190983,47.31571,9483.40524
Americas,Belize,1997,217446,47.59234,9506.54304
Americas,Belize,2002,256009,47.4865,11548.02347
Americas,Belize,2007,296100,46.08125,12847.1043
Americas,Belize,2012,334414,44.69031,11761.56391
Americas,Belize,2017,373202,43.42111,11574.45245
Americas,Bolivia,1962,3857493,37.27867,3600.12238
Americas,Bolivia,1967,4292572,38.36754,4317.20377
Americas,Bolivia,1972,4800978,39.7674,4441.26987
Americas,Bolivia,1977,5379166,41.68847,5124.71969
Americas,Bolivia,1982,6018088,46.30873,4691.90921
Americas,Bolivia,1987,6692162,52.59339,4395.72069
Americas,Bolivia,1992,7430336,57.57767,5138.02442
Americas,Bolivia,1997,8167900,60.42394,5885.07522
Americas,Bolivia,2002,8900355,62.81876,6122.5081
Americas,Bolivia,2007,9685960,65.10673,6937.27474
Americas,Bolivia,2012,10515807,67.25814,8108.20519
Americas,Bolivia,2017,11344587,69.0838,9642.81396
Americas,Brazil,1962,76865323,46.30168,4492.347
Americas,Brazil,1967,88446124,50.32831,4662.53072
Americas,Brazil,1972,100146797,55.66035,6608.21131
Americas,Brazil,1977,112875292,63.51105,8634.58898
Americas,Brazil,1982,126923155,69.25578,9755.22173
Americas,Brazil,1987,141104944,72.96583,11862.693
Americas,Brazil,1992,154275079,76.09109,11770.46976
Americas,Brazil,1997,166661659,79.00085,13639.39084
Americas,Brazil,2002,178503484,81.99435,14197.89149
Americas,Brazil,2007,188552320,83.53826,16451.32711
Americas,Brazil,2012,196876111,84.89739,18832.21955
Americas,Brazil,2017,204703445,86.19829,17724.47996
Americas,Canada,1962,18613601,70.44884,17687.87322
Americas,Canada,1967,20408780,74.28649,20596.96626
Americas,Canada,1972,22230880,76.02107,23490.03126
Americas,Canada,1977,23730340,75.54534,26403.56742
Americas,Canada,1982,25140164,75.85361,29187.24591
Americas,Canada,1987,26540921,76.49794,36599.37303
Americas,Canada,1992,28500059,76.73528,38995.66778
Americas,Canada,1997,30059089,78.09034,43322.85132
Americas,Canada,2002,31535577,79.09902,49832.67542
Americas,Canada,2007,33092171,80.44256,53848.94902
Americas,Canada,2012,34922516,81.15135,54034.80348
Americas,Canada,2017,36808497,81.40189,56612.32854
Americas,Chile,1962,8497059,69.47709,7721.04841
Americas,Chile,1967,9348939,73.21615,8300.72866
Americas,Chile,1972,10174678,76.65323,8546.46454
Americas,Chile,1977,11005519,80.1383,7137.38337
Americas,Chile,1982,11850214,82.26597,8037.16469
Americas,Chile,1987,12790150,82.88903,9342.97866
Americas,Chile,1992,13884577,83.49594,13444.56199
Americas,Chile,1997,14932434,85.22145,17277.31579
Americas,Chile,2002,15857925,86.61141,18507.13745
Americas,Chile,2007,16671581,86.84451,22953.69623
Americas,Chile,2012,17519119,87.08249,26670.49713
Americas,Chile,2017,18558868,87.80003,27892.99469
Americas,Colombia,1962,16599029,50.05091,4788.61863
Americas,Colombia,1967,19235618,55.04474,4952.8284
Americas,Colombia,1972,21819563,60.0016,5805.4328
Americas,Colombia,1977,24393494,63.23056,6343.92182
Americas,Colombia,1982,27338331,65.66705,7413.08399
Americas,Colombia,1987,30499467,68.05865,8881.73572
Americas,Colombia,1992,33760571,70.41902,10282.19211
Americas,Colombia,1997,37121149,72.85064,11569.62746
Americas,Colombia,2002,40324680,75.19244,10992.22787
Americas,Colombia,2007,43235374,76.3144,13353.26412
Americas,Colombia,2012,45715810,76.94221,15279.479
Americas,Colombia,2017,48131078,77.22452,16986.03342
Americas,Costa Rica,1962,1429445,34.34863,5359.03512
Americas,Costa Rica,1967,1689523,36.49689,6235.12748
Americas,Costa Rica,1972,1938248,40.16429,7496.77637
Americas,Costa Rica,1977,2205025,42.04396,8540.35037
Americas,Costa Rica,1982,2524806,43.54373,8093.5912
Americas,Costa Rica,1987,2892699,46.14287,9454.01397
Americas,Costa Rica,1992,3284258,50.47779,11390.84762
Americas,Costa Rica,1997,3701711,55.77208,12612.74196
Americas,Costa Rica,2002,4075705,61.27876,14292.54159
Americas,Costa Rica,2007,4380248,67.46864,17639.71114
Americas,Costa Rica,2012,4663934,73.3895,19960.79333
Americas,Costa Rica,2017,4913177,76.05393,22622.55345
Americas,Cuba,1962,7541098,58.09494,4526.40686
Americas,Cuba,1967,8352625,59.35004,5470.40425
Americas,Cuba,1972,9123891,61.27922,5254.22106
Americas,Cuba,1977,9648440,65.93929,6510.88392
Americas,Cuba,1982,9912681,69.52341,7691.16274
Americas,Cuba,1987,10335342,72.14591,8629.46948
Americas,Cuba,1992,10785801,74.41409,6184.81198
Americas,Cuba,1997,10997934,75.06763,6420.08488
Americas,Cuba,2002,11177418,75.85149,8434.14926
Americas,Cuba,2007,11287272,76.23568,11208.20457
Americas,Cuba,2012,11303175,76.77769,14450.5742
Americas,Cuba,2017,11247829,76.96033,16347.49043
Americas,Dominica,1962,60948,38.01175,2101.13703
Americas,Dominica,1967,65585,38.25674,2168.71815
Americas,Dominica,1972,70060,39.22497,2871.84343
Americas,Dominica,1977,72406,43.28668,3796.46694
Americas,Dominica,1982,72688,49.11025,4843.59317
Americas,Dominica,1987,71023,59.63498,7080.14906
Americas,Dominica,1992,69325,64.63284,9756.3215
Americas,Dominica,1997,69299,65.00558,11585.87961
Americas,Dominica,2002,68367,65.52093,12779.05165
Americas,Dominica,2007,68847,66.87708,16225.64409
Americas,Dominica,2012,69118,68.75461,17431.1288
Americas,Dominica,2017,68496,70.64058,16314.22956
Americas,Dominican Republic,1962,3479936,31.89795,2881.33213
Americas,Dominican Republic,1967,4038928,37.05658,2835.43988
Americas,Dominican Republic,1972,4651883,42.55084,3783.39753
Americas,Dominican Republic,1977,5315443,48.63413,4640.88496
Americas,Dominican Republic,1982,6007114,52.64187,5460.32953
Americas,Dominican Republic,1987,6712515,54.21008,6308.77127
Americas,Dominican Republic,1992,7447474,55.61532,7227.84269
Americas,Dominican Republic,1997,8174078,58.60737,9225.3976
Americas,Dominican Republic,2002,8852235,63.2914,11126.98037
Americas,Dominican Republic,2007,9455658,71.01934,13729.57546
Americas,Dominican Republic,2012,10070411,74.23987,15487.27764
Americas,Dominican Republic,2017,10666843,73.92681,19501.87431
Americas,Ecuador,1962,4859269,35.80659,4598.25776
Americas,Ecuador,1967,5629057,38.08762,4971.50539
Americas,Ecuador,1972,6529034,40.27658,5478.29855
Americas,Ecuador,1977,7526819,43.90815,6960.2119
Americas,Ecuador,1982,8611298,48.8699,7898.67856
Americas,Ecuador,1987,9779290,52.9577,7750.27996
Americas,Ecuador,1992,10930128,56.36279,9206.99814
Americas,Ecuador,1997,12031127,59.33799,9711.34345
Americas,Ecuador,2002,13138472,61.28713,9712.47644
Americas,Ecuador,2007,14328773,62.38876,10976.96621
Americas,Ecuador,2012,15572194,62.84087,12961.02674
Americas,Ecuador,2017,16759519,63.01946,14179.15375
Americas,El Salvador,1962,2949204,38.64168,3874.10233
Americas,El Salvador,1967,3385184,39.07939,4427.54617
Americas,El Salvador,1972,3846830,39.72698,4551.25757
Americas,El Salvador,1977,4301256,41.36557,5198.25871
Americas,El Salvador,1982,4622477,43.91918,4421.59843
Americas,El Salvador,1987,5092441,47.01724,4952.21507
Americas,El Salvador,1992,5585609,50.28728,5921.9482
Americas,El Salvador,1997,5844578,53.98858,7096.68455
Americas,El Salvador,2002,5986631,58.34862,7676.18413
Americas,El Salvador,2007,6009824,62.76769,8588.87985
Americas,El Salvador,2012,6113975,67.22327,9165.42035
Americas,El Salvador,2017,6213533,71.08567,10064.79349
Americas,Grenada,1962,96375,30.79723,2356.90561
Americas,Grenada,1967,98066,31.80923,2546.95541
Americas,Grenada,1972,98777,32.40509,3062.41857
Americas,Grenada,1977,97017,32.75024,4299.97236
Americas,Grenada,1982,94383,33.0316,5249.86985
Americas,Grenada,1987,97526,33.23662,7280.00964
Americas,Grenada,1992,101602,33.63046,9000.22308
Americas,Grenada,1997,105293,35.17347,9620.54023
Americas,Grenada,2002,108404,35.91992,11808.09279
Americas,Grenada,2007,110522,35.90625,14444.55033
Americas,Grenada,2012,112775,35.86528,13169.46048
Americas,Grenada,2017,115438,36.01733,16301.47244
Americas,Guatemala,1962,4312044,32.84011,4257.0217
Americas,Guatemala,1967,4978862,34.96705,4825.38773
Americas,Guatemala,1972,5682833,36.36641,5741.75176
Americas,Guatemala,1977,6401515,34.37174,6634.16355
Americas,Guatemala,1982,7240241,32.73734,6936.18111
Americas,Guatemala,1987,8296485,33.27337,6654.42778
Americas,Guatemala,1992,9522266,34.43342,7625.15936
Americas,Guatemala,1997,10857754,38.31956,8192.37277
Americas,Guatemala,2002,12246915,45.77547,8791.80193
Americas,Guatemala,2007,13652040,49.45651,9726.22375
Americas,Guatemala,2012,15089647,52.35234,10126.82807
Americas,Guatemala,2017,16567357,53.79947,11005.45908
Americas,Guyana,1962,595461,29.27717,3979.71494
Americas,Guyana,1967,662311,29.96448,4184.57587
Americas,Guyana,1972,721617,30.03953,4377.10866
Americas,Guyana,1977,758654,29.62069,4937.77201
Americas,Guyana,1982,776712,29.5069,4634.14766
Americas,Guyana,1987,764120,29.55018,4793.26369
Americas,Guyana,1992,749911,29.55287,5388.2967
Americas,Guyana,1997,762245,29.15531,7653.1008
Americas,Guyana,2002,763652,28.47968,8068.25115
Americas,Guyana,2007,756861,27.1459,9244.30508
Americas,Guyana,2012,746288,26.4,11534.99856
Americas,Guyana,2017,768479,26.41291,12801.64085
Americas,Haiti,1962,4001575,15.97907,2550.87441
Americas,Haiti,1967,4382999,17.97702,2141.29576
Americas,Haiti,1972,4813868,20.38827,2346.6488
Americas,Haiti,1977,5299476,20.51958,2636.41161
Americas,Haiti,1982,5835937,20.62548,3084.52518
Americas,Haiti,1987,6445123,22.22731,3176.72314
Americas,Haiti,1992,7136571,26.36636,3151.5041
Americas,Haiti,1997,7854298,32.47201,2955.77874
Americas,Haiti,2002,8607641,39.9709,3001.23422
Americas,Haiti,2007,9373296,43.98662,3194.91253
Americas,Haiti,2012,10069771,47.43148,3285.70755
Americas,Haiti,2017,10817754,50.73508,3474.34693
Americas,Honduras,1962,2182064,23.36776,2690.78429
Americas,Honduras,1967,2518648,26.14102,2880.41137
Americas,Honduras,1972,2922064,30.21799,2884.87548
Americas,Honduras,1977,3398655,33.32303,3417.6235
Americas,Honduras,1982,3958728,36.20019,3514.42897
Americas,Honduras,1987,4576910,38.94319,4006.50618
Americas,Honduras,1992,5271431,41.45239,4248.73832
Americas,Honduras,1997,6071454,43.81264,4481.09113
Americas,Honduras,2002,6938859,46.41942,4621.84604
Americas,Honduras,2007,7834798,49.39943,5470.17678
Americas,Honduras,2012,8715076,52.66416,5600.60776
Americas,Honduras,2017,9588137,55.38773,6099.60735
Americas,Jamaica,1962,1696932,31.89832,5450.56653
Americas,Jamaica,1967,1812865,38.44611,6092.91459
Americas,Jamaica,1972,1931542,42.85,7362.82696
Americas,Jamaica,1977,2070657,45.8389,6199.94024
Americas,Jamaica,1982,2203889,47.8211,6122.98559
Americas,Jamaica,1987,2329813,48.8994,7416.21083
Americas,Jamaica,1992,2424701,49.87936,8967.40312
Americas,Jamaica,1997,2547848,51.03328,9576.89332
Americas,Jamaica,2002,2640572,52.14672,9619.29863
Americas,Jamaica,2007,2713800,53.17037,10432.74762
Americas,Jamaica,2012,2772430,54.24788,9676.84757
Americas,Jamaica,2017,2815764,55.91523,9964.39102
Americas,Mexico,1962,39129200,52.41398,6330.97344
Americas,Mexico,1967,46129608,56.62801,7922.02837
Americas,Mexico,1972,54030168,60.59423,9255.50862
Americas,Mexico,1977,62308493,64.34614,10416.88674
Americas,Mexico,1982,70433260,67.49176,14106.62773
Americas,Mexico,1987,78136651,70.12676,13937.63651
Americas,Mexico,1992,86044809,72.24061,16640.00505
Americas,Mexico,1997,94021207,73.95131,17918.65866
Americas,Mexico,2002,101548624,75.68408,19395.26617
Americas,Mexico,2007,108774360,76.50473,21036.09314
Americas,Mexico,2012,116818208,76.65852,20898.93572
Americas,Mexico,2017,123400057,77.72069,21777.52251
Americas,Nicaragua,1962,1892320,40.3514,5152.25169
Americas,Nicaragua,1967,2205567,44.63618,6767.75945
Americas,Nicaragua,1972,2573578,48.26523,6951.99391
Americas,Nicaragua,1977,2992534,50.18305,8214.19437
Americas,Nicaragua,1982,3438745,51.67994,5396.69381
Americas,Nicaragua,1987,3882164,52.87358,4753.86746
Americas,Nicaragua,1992,4357026,53.88163,3704.23524
Americas,Nicaragua,1997,4809573,54.78389,4181.25497
Americas,Nicaragua,2002,5149909,55.4895,4813.51285
Americas,Nicaragua,2007,5497243,56.28166,5664.51335
Americas,Nicaragua,2012,5901287,57.23168,6275.78769
Americas,Nicaragua,2017,6316231,58.18926,7391.19684
Americas,Panama,1962,1195301,42.32407,4529.27135
Americas,Panama,1967,1388628,46.03699,5568.91705
Americas,Panama,1972,1599723,48.15339,7128.14012
Americas,Panama,1977,1821543,49.07733,6993.57185
Americas,Panama,1982,2052271,50.38251,10248.4616
Americas,Panama,1987,2301970,52.35074,10978.63555
Americas,Panama,1992,2561336,55.33761,12324.44566
Americas,Panama,1997,2836695,60.17452,12837.61701
Americas,Panama,2002,3129344,63.03309,14350.55017
Americas,Panama,2007,3437490,64.60198,20109.67673
Americas,Panama,2012,3759256,65.28295,26926.88528
Americas,Panama,2017,4098707,65.65777,31979.81227
Americas,Paraguay,1962,1973130,35.79816,3286.28009
Americas,Paraguay,1967,2229994,36.45536,3526.62363
Americas,Paraguay,1972,2499881,37.41329,3957.06267
Americas,Paraguay,1977,2827874,39.54266,5177.4002
Americas,Paraguay,1982,3226189,42.73139,7385.49842
Americas,Paraguay,1987,3714889,47.14225,7697.23671
Americas,Paraguay,1992,4253600,51.80124,9064.17948
Americas,Paraguay,1997,4794412,55.64103,10194.89587
Americas,Paraguay,2002,5261328,58.30897,9333.5949
Americas,Paraguay,2007,5559386,59.13285,11014.72226
Americas,Paraguay,2012,5897008,59.92129,12834.80159
Americas,Paraguay,2017,6338660,62.95264,15320.33665
Americas,Peru,1962,10784612,48.25926,6124.17058
Americas,Peru,1967,12448814,54.09132,6856.28956
Americas,Peru,1972,14210147,59.57462,6848.13155
Americas,Peru,1977,16109806,63.02375,7097.61199
Americas,Peru,1982,18246503,65.69472,7584.39154
Americas,Peru,1987,20582320,67.79454,8363.7629
Americas,Peru,1992,22946340,69.70005,6190.31921
Americas,Peru,1997,25274147,71.6471,7824.40453
Americas,Peru,2002,27288217,73.55007,7981.43617
Americas,Peru,2007,28530699,75.76153,10310.62675
Americas,Peru,2012,29550366,78.64881,13395.39938
Americas,Peru,2017,31324637,82.19317,15069.52211
Americas,St. Kitts and Nevis,1962,54461,28.45817,4137.70337
Americas,St. Kitts and Nevis,1967,48605,32.5791,4211.39357
Americas,St. Kitts and Nevis,1972,44033,34.72779,4716.513
Americas,St. Kitts and Nevis,1977,43358,35.71703,5754.66448
Americas,St. Kitts and Nevis,1982,42532,35.81554,8016.8346
Americas,St. Kitts and Nevis,1987,41348,35.14601,12019.61191
Americas,St. Kitts and Nevis,1992,40715,34.31554,15981.40671
Americas,St. Kitts and Nevis,1997,43428,33.3399,19610.55207
Americas,St. Kitts and Nevis,2002,46020,32.43684,21781.74987
Americas,St. Kitts and Nevis,2007,46706,31.69671,23685.70446
Americas,St. Kitts and Nevis,2012,47033,31.20351,25114.05726
Americas,St. Kitts and Nevis,2017,47050,31.31696,29948.92001
Americas,St. Lucia,1962,94505,20.58219,2670.03737
Americas,St. Lucia,1967,99504,21.41718,3097.29699
Americas,St. Lucia,1972,106002,22.77277,3582.93379
Americas,St. Lucia,1977,114135,25.11308,4960.77778
Americas,St. Lucia,1982,123087,27.12567,5777.3522
Americas,St. Lucia,1987,133227,28.95935,9208.96793
Americas,St. Lucia,1992,141617,29.54087,14549.49555
Americas,St. Lucia,1997,152569,28.72123,15592.99891
Americas,St. Lucia,2002,161641,26.93833,16666.96197
Americas,St. Lucia,2007,167758,20.92689,20314.52634
Americas,St. Lucia,2012,172587,18.61931,21515.89963
Americas,St. Lucia,2017,176342,21.78372,22422.59704
Americas,St. Vincent and the Grenadines,1962,87236,40.77754,3708.51324
Americas,St. Vincent and the Grenadines,1967,93124,42.47107,2992.03599
Americas,St. Vincent and the Grenadines,1972,97790,43.16103,4331.6721
Americas,St. Vincent and the Grenadines,1977,101999,43.40679,3440.72203
Americas,St. Vincent and the Grenadines,1982,105969,43.59772,4496.33397
Americas,St. Vincent and the Grenadines,1987,110001,43.74301,5831.47771
Americas,St. Vincent and the Grenadines,1992,112509,43.97303,7982.5072
Americas,St. Vincent and the Grenadines,1997,113141,44.5112,9244.08829
Americas,St. Vincent and the Grenadines,2002,113347,45.12143,10753.63244
